Model	seed	epoch	Acc multi male	Acc k male	Intra male	Inter male	Acc multi female	Acc k female	Intra female	Inter female
cspresnet50	222	-1	0.0	15.453	4.362	1.598	0.0	13.58	4.041	1.436
eca_resnet33ts	222	-1	0.0	4.832	27.453	5.841	0.0	4.164	26.265	5.506
densenet121	222	-1	0.0	9.966	6.333	1.553	0.0	8.683	5.96	1.416
densenetblur121d	222	-1	0.0	9.9	5.842	1.467	0.0	8.656	5.294	1.332
eca_resnext26ts	222	-1	0.0	5.186	27.274	4.762	0.0	4.374	25.473	4.346
ecaresnet26t	222	-1	0.0	5.081	5.811	1.143	0.0	5.526	5.342	1.079
densenet169	222	-1	0.0	10.608	4.239	1.191	0.0	9.416	4.065	1.102
ecaresnet50d	222	-1	0.0	5.016	7.168	1.198	0.0	5.068	6.516	1.097
ecaresnet101d_pruned	222	-1	0.0	5.029	5.248	0.908	0.0	4.963	4.953	0.857
cspresnext50	222	-1	0.0	15.715	5.7	1.954	0.0	14.471	5.323	1.763
dpn68	222	-1	0.0	5.946	7.359	1.64	0.0	5.723	6.823	1.529
dpn68b	222	-1	0.0	5.946	7.359	1.64	0.0	5.723	6.823	1.529
eca_nfnet_l0	222	-1	0.0	4.479	9.321	1.839	0.0	4.885	8.286	1.548
eca_nfnet_l1	222	-1	0.0	4.034	12.583	2.259	0.0	4.439	11.389	1.929
dm_nfnet_f0	222	-1	0.0	4.57	11.826	2.412	0.0	4.413	10.525	2.05
efficientnet_el_pruned	222	-1	0.0	11.551	3.286	1.175	0.0	8.892	3.199	1.099
efficientnetv2_rw_t	222	-1	0.0	8.159	33.119	10.836	0.0	7.53	31.24	9.837
ese_vovnet39b	222	-1	0.0	11.734	2.751	0.938	0.0	10.974	2.636	0.877
gluon_resnet101_v1d	222	-1	0.0	4.963	5.376	0.977	0.0	5.12	5.026	0.931
gluon_resnet18_v1b	222	-1	0.0	5.88	9.801	1.983	0.0	5.684	9.09	1.834
eca_resnext26ts	222	0	0.0	4.898	37.663	10.784	0.0	4.597	35.562	10.492
cspresnet50	222	0	0.0	2.279	19.52	2.244	0.0	2.187	19.03	1.789
ecaresnet26t	222	0	0.0	4.597	26.085	5.918	0.0	4.204	25.106	5.648
densenet121	222	0	0.0	4.872	22.839	5.864	0.0	3.641	23.278	5.328
cspresnext50	222	0	0.0	1.65	24.157	1.9	0.0	1.572	23.74	1.543
densenetblur121d	222	0	0.0	4.767	27.443	6.728	0.0	3.981	27.472	6.827
eca_resnet33ts	222	0	0.0	3.706	36.687	8.168	0.0	3.431	35.298	7.684
dpn68b	222	0	0.0	7.36	38.935	14.568	0.0	6.286	37.068	12.874
dpn68	222	0	0.0	6.928	34.766	11.465	0.0	5.828	36.692	11.522
gluon_resnext50_32x4d	222	-1	0.0	6.103	8.96	1.788	0.0	5.618	8.281	1.655
inception_resnet_v2	222	-1	0.0	6.509	0.19	0.043	0.0	6.221	0.18	0.041
efficientnetv2_rw_t	222	0	0.0	1.847	43.947	6.151	0.0	1.336	44.162	6.432
eca_nfnet_l0	222	0	0.0	0.393	nan	0.0	0.0	0.0	nan	0.0
ecaresnet50d	222	0	0.0	3.562	22.424	4.351	0.0	3.641	22.663	4.242
gluon_resnet18_v1b	222	0	0.0	4.754	17.829	3.073	0.0	3.798	17.521	2.646
efficientnet_el_pruned	222	0	0.0	2.58	15.628	1.315	0.0	2.161	15.862	1.051
regnetx_006	222	-1	0.0	5.317	9.118	2.104	0.0	4.557	8.686	1.971
ecaresnet101d_pruned	222	0	0.0	2.252	14.025	0.94	0.0	2.148	15.219	0.811
eca_resnext26ts	222	1	0.0	11.708	27.193	11.997	0.0	10.215	29.395	12.08
regnetx_080	222	-1	0.0	5.107	8.804	1.725	0.0	4.348	8.108	1.595
cspresnet50	222	1	0.0	3.353	18.375	3.045	0.0	2.763	18.242	2.626
repvgg_a2	222	-1	0.0	0.393	nan	0.0	0.0	0.0	nan	0.0
ecaresnet26t	222	1	0.0	7.032	19.627	6.277	0.0	7.543	22.262	6.719
densenet121	222	1	0.0	10.071	19.65	6.177	0.0	6.757	22.167	6.842
gluon_resnet18_v1b	222	1	0.0	8.25	16.662	4.818	0.0	6.731	16.936	4.183
cspresnext50	222	1	0.0	5.671	21.653	4.26	0.0	4.505	20.828	3.521
densenetblur121d	222	1	0.0	9.075	22.462	7.411	0.0	7.046	21.885	6.767
regnetx_006	222	0	0.0	4.387	14.899	2.43	0.0	3.588	13.886	2.072
efficientnetv2_rw_t	222	1	0.0	3.353	29.379	4.575	0.0	2.75	27.764	4.071
eca_resnet33ts	222	1	0.0	6.037	28.481	8.162	0.0	5.094	27.799	7.599
dpn68	222	1	0.0	15.898	26.126	12.836	0.0	11.917	32.189	14.356
dpn68b	222	1	0.0	19.107	29.73	15.711	0.0	14.261	33.415	16.381
gluon_resnet101_v1d	222	0	0.0	5.173	25.911	5.879	0.0	4.898	24.816	5.53
inception_resnet_v2	222	0	0.0	7.831	19.711	4.85	0.0	5.919	23.972	5.439
gluon_resnet18_v1b	222	2	0.0	14.366	15.58	6.171	0.0	11.027	16.367	5.533
eca_resnext26ts	222	2	0.0	19.893	26.509	14.148	0.0	16.331	25.599	12.272
eca_nfnet_l0	222	1	0.0	0.406	nan	0.001	0.0	0.0	nan	0.001
regnetx_006	222	1	0.0	8.709	15.331	4.425	0.0	7.674	14.006	3.807
resnet33ts	222	-1	0.0	4.976	30.145	6.489	0.0	4.217	27.97	5.794
cspresnet50	222	2	0.0	4.937	20.277	4.812	0.0	3.654	20.269	3.9
efficientnet_el_pruned	222	1	0.0	4.191	15.422	2.501	0.0	3.313	17.437	2.377
ecaresnet50d	222	1	0.0	5.54	21.459	4.909	0.0	4.872	19.743	4.296
resnet50d	222	-1	0.0	5.291	7.062	1.368	0.0	5.579	6.404	1.27
ecaresnet26t	222	2	0.0	11.367	15.893	6.158	0.0	9.966	21.413	7.547
densenet121	222	2	0.0	21.412	18.484	8.986	0.0	16.173	16.82	6.84
repvgg_a2	222	0	0.0	2.868	20.637	2.527	0.0	2.056	21.465	2.201
cspresnext50	222	2	0.0	9.756	18.937	5.476	0.0	7.19	18.869	4.861
resnetv2_101	222	-1	0.0	15.898	1.432	0.547	0.0	14.026	1.401	0.516
selecsls42b	222	-1	0.0	16.134	6.07	2.274	0.0	13.999	5.994	2.162
densenetblur121d	222	2	0.0	14.484	20.227	8.026	0.0	10.097	22.01	8.136
resnext50_32x4d	222	-1	0.0	6.103	8.96	1.788	0.0	5.618	8.281	1.655
efficientnetv2_rw_t	222	2	0.0	5.801	26.265	4.711	0.0	3.994	27.213	4.446
regnetx_080	222	0	0.0	4.426	19.981	3.883	0.0	4.309	18.143	3.383
regnetx_006	222	2	0.0	17.653	15.677	6.45	0.0	14.013	13.254	5.215
seresnext26t_32x4d	222	-1	0.0	4.662	6.149	0.953	0.0	4.479	5.603	0.884
ecaresnet101d_pruned	222	1	0.0	6.299	12.08	2.187	0.0	4.047	13.648	1.909
eca_resnet33ts	222	2	0.0	9.625	24.02	8.35	0.0	7.53	26.188	8.293
tf_efficientnet_b1_ap	222	-1	0.0	10.699	37.134	10.969	0.0	8.591	36.005	9.84
